double,Eligibility_last_decision,Eligibility_note,Double_coder,Title,unique_ID,moderators_checked,long_cite,short_cite,doi/url ,year,source,publication_type,coder,peer_reviewed,country_data_collected_from,research_design ,expt_num,if_exp_num_not_1_same_subject,feedback_type,delay_definition ,feedback_delay_difference,delay_i(seconds/item),delay_d(seconds/item),retention_interval_difference_last_feedback_posttest_immediate_vs_delayed,delayed_feedback_given_in,training_duration_sec,nb_question/item_in_training,feedback_delay_difference_converted_to_time(sec),educational_level,learning_domain,task_level,task_leve_in_vanderkleij,experimental_vs_curriculum_based_task,prior_knowledge,arbitrary_learning,participants_have_prior_knowledge_on_task,study_setting,memory_type,mean_age,sd_age,min_age,max_age,gender,answer_type_in_training,learning_material_type_in_training,participant_design,study_structure,conditions_order,assignment_participants,interval_btw_last_feedback_and_posttest_controlled,measure_of_outcome,memory_retrieval_vs_knowledge_application,posttest_category,type_posttest,item_posttest,feedback_provider,system_adaptivity,data_link ,preregistered,n_excluded,nb_measurement_points,time_limit_for_answer,time_limit_for_answer_not_indicated_explicitly,extra_group_exist,n_posttest_in_exp,posttest_number,retention_interwal(day)_i,retention_interwal(day)_d,feedback_provided_i,feedback_provided_d,nb_times_feedback_provided_i,nb_times_feedback_provided_d,feedback_remind_answer_i,feedback_remind_answer_d,webplotdigitizer used?,N_total,n_extra_group_if_any,n_i,n_d,mean_i,mean_d,sd_i,sd_d,se_i,se_d,lower_CI,upper_CI,t,SEM,F,cohens_f,se_f,F_sign_change,df,p,eta_square,partial_eta_square,odd_ratio,log_odd,SE_log_odd,corr,power,beta,SE_beta,SD_beta,n_point,effect_size_original,SE_original,effect_size_by_calculator,se_by_calculator,effect_size_double_coder,se_effect_size_double_coder,effect_size_formula_to_be_used,alternative_effect_size_formula_to_be_used,decision_justification,Question/objective sufficiently described?,Study design evident and appropriate? ,Method of subject/comparison group selection or source of information/input variables described and appropriate? ,"Subject (and comparison group, if applicable) characteristics sufficiently described?","If interventional and random allocation was possible, was it described?","If interventional and blinding of investigators was possible, was it reported?","If interventional and blinding of subjects was possible, was it reported?",Outcome and (if applicable) exposure measure(s) well defined and robust to measurement/misclassification bias? Means of assessment reported?,Sample size appropriate?,Analytic methods described/justified and appropriate? ,Some estimate of variance is reported for the main results?,Controlled for confounding?,Results reported in sufficient detail?,Conclusions supported by the results?,condition
6723,yes,,,THE EFFECTS OF DELAY OF FEEDBACK ON A DELAYED CONCEPT-FORMATION TRANSFER TASK,schroth1992,yes,"Schroth, M. L. (1992). The effects of delay of feedback on a delayed concept formation transfer task. Contemporary educational psychology, 17(1), 78-82.",,10.1016/0361-476X(92)90048-4,1992,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,10,0,10,10,following_item,no_info,100,10,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,unknown,posttest_nb_trials_needed_for_acquisition,NA,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,1,1,7,7,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,192,,16,16,45.62,48.22,7.09,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.36,,,between_with_mean_sd_sign_change,,"we decided to have each delay version of delayed feedback (10,20,30) one by one and also for each feedback type

!!! since the dependent variable is the speed of the learning, we changed the sign of the effect size!",yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,right_wrong_10
6723,yes,,,THE EFFECTS OF DELAY OF FEEDBACK ON A DELAYED CONCEPT-FORMATION TRANSFER TASK,schroth1992,yes,"Schroth, M. L. (1992). The effects of delay of feedback on a delayed concept formation transfer task. Contemporary educational psychology, 17(1), 78-82.",,10.1016/0361-476X(92)90048-4,1992,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,10,0,10,10,following_item,no_info,100,10,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,unknown,posttest_nb_trials_needed_for_acquisition,NA,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,1,1,7,7,onl_for_correct_responses,onl_for_correct_responses,no_info,no_info,no_info,no_info,no,192,,16,16,57.82,45.81,9.15,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.4,,,between_with_mean_sd_sign_change,,"we decided to have each delay version of delayed feedback (10,20,30) one by one and also for each feedback type

!!! since the dependent variable is the speed of the learning, we changed the sign of the effect size!",yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,right_nothing_10
6723,yes,,,THE EFFECTS OF DELAY OF FEEDBACK ON A DELAYED CONCEPT-FORMATION TRANSFER TASK,schroth1992,yes,"Schroth, M. L. (1992). The effects of delay of feedback on a delayed concept formation transfer task. Contemporary educational psychology, 17(1), 78-82.",,10.1016/0361-476X(92)90048-4,1992,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,10,0,10,10,following_item,no_info,100,10,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,unknown,posttest_nb_trials_needed_for_acquisition,NA,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,1,1,7,7,only_for_errors,only_for_errors,no_info,no_info,no_info,no_info,no,192,,16,16,55.91,50.45,9.66,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.36,,,between_with_mean_sd_sign_change,,"we decided to have each delay version of delayed feedback (10,20,30) one by one and also for each feedback type

!!! since the dependent variable is the speed of the learning, we changed the sign of the effect size!",yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,nothing_wrong_10
6723,yes,,,THE EFFECTS OF DELAY OF FEEDBACK ON A DELAYED CONCEPT-FORMATION TRANSFER TASK,schroth1992,yes,"Schroth, M. L. (1992). The effects of delay of feedback on a delayed concept formation transfer task. Contemporary educational psychology, 17(1), 78-82.",,10.1016/0361-476X(92)90048-4,1992,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,20,0,20,20,following_item,no_info,100,20,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,unknown,posttest_nb_trials_needed_for_acquisition,NA,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,1,1,7,7,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,192,,16,16,45.62,38.34,7.09,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.38,,,between_with_mean_sd_sign_change,,"we decided to have each delay version of delayed feedback (10,20,30) one by one and also for each feedback type

!!! since the dependent variable is the speed of the learning, we changed the sign of the effect size!",yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,right_wrong_20
6723,yes,,,THE EFFECTS OF DELAY OF FEEDBACK ON A DELAYED CONCEPT-FORMATION TRANSFER TASK,schroth1992,yes,"Schroth, M. L. (1992). The effects of delay of feedback on a delayed concept formation transfer task. Contemporary educational psychology, 17(1), 78-82.",,10.1016/0361-476X(92)90048-4,1992,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,20,0,20,20,following_item,no_info,100,20,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,unknown,posttest_nb_trials_needed_for_acquisition,NA,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,1,1,7,7,onl_for_correct_responses,onl_for_correct_responses,no_info,no_info,no_info,no_info,no,192,,16,16,57.8,40.19,9.15,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.45,,,between_with_mean_sd_sign_change,,"we decided to have each delay version of delayed feedback (10,20,30) one by one and also for each feedback type

!!! since the dependent variable is the speed of the learning, we changed the sign of the effect size!",yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,right_nothing_20
6723,yes,,,THE EFFECTS OF DELAY OF FEEDBACK ON A DELAYED CONCEPT-FORMATION TRANSFER TASK,schroth1992,yes,"Schroth, M. L. (1992). The effects of delay of feedback on a delayed concept formation transfer task. Contemporary educational psychology, 17(1), 78-82.",,10.1016/0361-476X(92)90048-4,1992,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,20,0,20,20,following_item,no_info,100,20,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,unknown,posttest_nb_trials_needed_for_acquisition,NA,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,1,1,7,7,only_for_errors,only_for_errors,no_info,no_info,no_info,no_info,no,192,,16,16,55.91,38.82,9.66,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.44,,,between_with_mean_sd_sign_change,,"we decided to have each delay version of delayed feedback (10,20,30) one by one and also for each feedback type

!!! since the dependent variable is the speed of the learning, we changed the sign of the effect size!",yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,nothing_wrong_20
6723,yes,,,THE EFFECTS OF DELAY OF FEEDBACK ON A DELAYED CONCEPT-FORMATION TRANSFER TASK,schroth1992,yes,"Schroth, M. L. (1992). The effects of delay of feedback on a delayed concept formation transfer task. Contemporary educational psychology, 17(1), 78-82.",,10.1016/0361-476X(92)90048-4,1992,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,30,0,30,30,following_item,no_info,100,30,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,unknown,posttest_nb_trials_needed_for_acquisition,NA,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,1,1,7,7,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,192,,16,16,45.62,30.22,7.09,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.48,,,between_with_mean_sd_sign_change,,"we decided to have each delay version of delayed feedback (10,20,30) one by one and also for each feedback type

!!! since the dependent variable is the speed of the learning, we changed the sign of the effect size!",yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,right_wrong_30
6723,yes,,,THE EFFECTS OF DELAY OF FEEDBACK ON A DELAYED CONCEPT-FORMATION TRANSFER TASK,schroth1992,yes,"Schroth, M. L. (1992). The effects of delay of feedback on a delayed concept formation transfer task. Contemporary educational psychology, 17(1), 78-82.",,10.1016/0361-476X(92)90048-4,1992,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,30,0,30,30,following_item,no_info,100,30,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,unknown,posttest_nb_trials_needed_for_acquisition,NA,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,1,1,7,7,onl_for_correct_responses,onl_for_correct_responses,no_info,no_info,no_info,no_info,no,192,,16,16,57.8,27.15,9.15,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.63,,,between_with_mean_sd_sign_change,,"we decided to have each delay version of delayed feedback (10,20,30) one by one and also for each feedback type

!!! since the dependent variable is the speed of the learning, we changed the sign of the effect size!",yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,right_nothing_30
6723,yes,,,THE EFFECTS OF DELAY OF FEEDBACK ON A DELAYED CONCEPT-FORMATION TRANSFER TASK,schroth1992,yes,"Schroth, M. L. (1992). The effects of delay of feedback on a delayed concept formation transfer task. Contemporary educational psychology, 17(1), 78-82.",,10.1016/0361-476X(92)90048-4,1992,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,30,0,30,30,following_item,no_info,100,30,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,unknown,posttest_nb_trials_needed_for_acquisition,NA,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,1,1,7,7,only_for_errors,only_for_errors,no_info,no_info,no_info,no_info,no,192,,16,16,55.91,28.35,9.66,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.59,,,between_with_mean_sd_sign_change,,"we decided to have each delay version of delayed feedback (10,20,30) one by one and also for each feedback type

!!! since the dependent variable is the speed of the learning, we changed the sign of the effect size!",yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,nothing_wrong_30
6827,yes,,,THE EFFECTS OF FEEDBACK AND INCENTIVES ON ACHIEVEMENT IN COMPUTER-BASED INSTRUCTION,morrison1995,yes,"Morrison, G. R., Ross, S. M., Gopalakrishnan, M., & Casey, J. (1995). The effects of feedback and incentives on achievement in computer-based instruction. Contemporary Educational Psychology, 20(1), 32-50.",,10.1006/ceps.1995.1002,1995,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,mixed(verification+correct_response),item,23,1,24,NA,one_go,no_info,24,NA,tertiary,social_science,higher_order,,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,MCQ,MCQ,between,Training-Posttest,NA,randomly,no,posttest_performance,memory_retrieval,application,MCQ,identical_to_training,technology,non_adaptive,,no,4,NA,no,yes,yes,1,1,no_info,no_info,independent_of_error,independent_of_error,24,1,no_info,no_info,no,246,145,20,20,13.55,14.15,3.83,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.32,,,between_with_mean_sd,,we decided to have task incentives and performance incentives condtions comparison of KCR(immediate feedback) and delayed feedback separately as their mean and sd are reported separately,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,task_incentive_total
6827,yes,,,THE EFFECTS OF FEEDBACK AND INCENTIVES ON ACHIEVEMENT IN COMPUTER-BASED INSTRUCTION,morrison1995,yes,"Morrison, G. R., Ross, S. M., Gopalakrishnan, M., & Casey, J. (1995). The effects of feedback and incentives on achievement in computer-based instruction. Contemporary Educational Psychology, 20(1), 32-50.",,10.1006/ceps.1995.1002,1995,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,mixed(verification+correct_response),item,23,1,24,NA,one_go,no_info,24,NA,tertiary,social_science,higher_order,lower_order,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,MCQ,MCQ,between,Training-Posttest,NA,randomly,no,posttest_performance,memory_retrieval,application,MCQ,identical_to_training,technology,non_adaptive,,no,4,NA,no,yes,yes,1,1,no_info,no_info,independent_of_error,independent_of_error,24,1,no_info,no_info,no,246,145,31,30,17.42,18,3.88,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.26,,,between_with_mean_sd,,we decided to have task incentives and performance incentives condtions comparison of KCR(immediate feedback) and delayed feedback separately as their mean and sd are reported separately,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,performance_incentive_total
7144,yes,,LG,ROLE OF DELAY OF FEEDBACK ON SUBSEQUENT PATTERN-RECOGNITION TRANSFER TASKS,schroth1993,yes,"Schroth, M. L., & Lund, E. (1993). Role of delay of feedback on subsequent pattern recognition transfer tasks. Contemporary Educational Psychology, 18(1), 15-22.",,10.1006/ceps.1993.1003,1993,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,10,0,10,10,following_item,no_info,75,10,tertiary,language_learning,higher_order,lower_order,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,2,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,50,30,10,10,50,59,6.8,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.5,-1.466,0.504,between_with_mean_sd,,we decided to have immediate and delayed posttest for each of 3 comparison of immediate and 3 different delays separately,yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,immediate_posttest_0-10
7144,yes,,LG,ROLE OF DELAY OF FEEDBACK ON SUBSEQUENT PATTERN-RECOGNITION TRANSFER TASKS,schroth1993,yes,"Schroth, M. L., & Lund, E. (1993). Role of delay of feedback on subsequent pattern recognition transfer tasks. Contemporary Educational Psychology, 18(1), 15-22.",,10.1006/ceps.1993.1003,1993,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,20,0,20,20,following_item,no_info,75,20,tertiary,language_learning,higher_order,,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,2,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,50,30,10,10,50,72,6.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.74,-3.738,0.741,between_with_mean_sd,,we decided to have immediate and delayed posttest for each of 3 comparison of immediate and 3 different delays separately,yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,immediate_posttest_0-20
7144,yes,,LG,ROLE OF DELAY OF FEEDBACK ON SUBSEQUENT PATTERN-RECOGNITION TRANSFER TASKS,schroth1993,yes,"Schroth, M. L., & Lund, E. (1993). Role of delay of feedback on subsequent pattern recognition transfer tasks. Contemporary Educational Psychology, 18(1), 15-22.",,10.1006/ceps.1993.1003,1993,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,30,0,30,30,following_item,no_info,75,30,tertiary,language_learning,higher_order,,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,2,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,50,30,10,10,50,69,6.8,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.72,-3.596,0.723,between_with_mean_sd,,we decided to have immediate and delayed posttest for each of 3 comparison of immediate and 3 different delays separately,yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,immediate_posttest_0-30
7144,yes,,LG,ROLE OF DELAY OF FEEDBACK ON SUBSEQUENT PATTERN-RECOGNITION TRANSFER TASKS,schroth1993,yes,"Schroth, M. L., & Lund, E. (1993). Role of delay of feedback on subsequent pattern recognition transfer tasks. Contemporary Educational Psychology, 18(1), 15-22.",,10.1006/ceps.1993.1003,1993,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,10,0,10,10,following_item,no_info,75,10,tertiary,language_learning,higher_order,,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,2,2,7,7,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,50,30,10,10,47,54,6.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.49,-1.216,0.487,between_with_mean_sd,,we decided to have immediate and delayed posttest for each of 3 comparison of immediate and 3 different delays separately,yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,delayed_posttest_0-10
7144,yes,,LG,ROLE OF DELAY OF FEEDBACK ON SUBSEQUENT PATTERN-RECOGNITION TRANSFER TASKS,schroth1993,yes,"Schroth, M. L., & Lund, E. (1993). Role of delay of feedback on subsequent pattern recognition transfer tasks. Contemporary Educational Psychology, 18(1), 15-22.",,10.1006/ceps.1993.1003,1993,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,20,0,20,20,following_item,no_info,75,20,tertiary,language_learning,higher_order,,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,2,2,7,7,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,50,30,10,10,47,63,6.5,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.64,-2.883,0.639,between_with_mean_sd,,we decided to have immediate and delayed posttest for each of 3 comparison of immediate and 3 different delays separately,yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,delayed_posttest_0-20
7144,yes,,LG,ROLE OF DELAY OF FEEDBACK ON SUBSEQUENT PATTERN-RECOGNITION TRANSFER TASKS,schroth1993,yes,"Schroth, M. L., & Lund, E. (1993). Role of delay of feedback on subsequent pattern recognition transfer tasks. Contemporary Educational Psychology, 18(1), 15-22.",,10.1006/ceps.1993.1003,1993,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,1,,verification,seconds,30,0,30,30,following_item,no_info,75,30,tertiary,language_learning,higher_order,,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,classification,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,2,2,7,7,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,50,30,10,10,47,72,6.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.89,-4.88,0.892,between_with_mean_sd,,we decided to have immediate and delayed posttest for each of 3 comparison of immediate and 3 different delays separately,yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,delayed_posttest_0-30
7144,yes,,LG,ROLE OF DELAY OF FEEDBACK ON SUBSEQUENT PATTERN-RECOGNITION TRANSFER TASKS,schroth1993,yes,"Schroth, M. L., & Lund, E. (1993). Role of delay of feedback on subsequent pattern recognition transfer tasks. Contemporary Educational Psychology, 18(1), 15-22.",,10.1006/ceps.1993.1003,1993,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,2,different,verification,seconds,10,0,10,10,following_item,no_info,75,10,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,association,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,2,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,50,30,10,10,44,55,10.4,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.48,-1.18,0.485,between_with_mean_sd,,we decided to have immediate and delayed posttest for each of 3 comparison of immediate and 3 different delays separately,yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,immediate_posttest_0-10
7144,yes,,LG,ROLE OF DELAY OF FEEDBACK ON SUBSEQUENT PATTERN-RECOGNITION TRANSFER TASKS,schroth1993,yes,"Schroth, M. L., & Lund, E. (1993). Role of delay of feedback on subsequent pattern recognition transfer tasks. Contemporary Educational Psychology, 18(1), 15-22.",,10.1006/ceps.1993.1003,1993,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,2,different,verification,seconds,20,0,20,20,following_item,no_info,75,20,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,association,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,2,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,50,30,10,10,44,72,10.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.7,-3.432,0.703,between_with_mean_sd,,we decided to have immediate and delayed posttest for each of 3 comparison of immediate and 3 different delays separately,yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,immediate_posttest_0-20
7144,yes,,LG,ROLE OF DELAY OF FEEDBACK ON SUBSEQUENT PATTERN-RECOGNITION TRANSFER TASKS,schroth1993,yes,"Schroth, M. L., & Lund, E. (1993). Role of delay of feedback on subsequent pattern recognition transfer tasks. Contemporary Educational Psychology, 18(1), 15-22.",,10.1006/ceps.1993.1003,1993,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,2,different,verification,seconds,30,0,30,30,following_item,no_info,75,30,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,association,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,2,1,0,0,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,50,30,10,10,44,81,10.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.87,-4.74,0.873,between_with_mean_sd,,we decided to have immediate and delayed posttest for each of 3 comparison of immediate and 3 different delays separately,yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,immediate_posttest_0-30
7144,yes,,LG,ROLE OF DELAY OF FEEDBACK ON SUBSEQUENT PATTERN-RECOGNITION TRANSFER TASKS,schroth1993,yes,"Schroth, M. L., & Lund, E. (1993). Role of delay of feedback on subsequent pattern recognition transfer tasks. Contemporary Educational Psychology, 18(1), 15-22.",,10.1006/ceps.1993.1003,1993,Reverse_search_Eligible_papers,journalArticle,EK,yes,US,exp,2,different,verification,seconds,10,0,10,10,following_item,no_info,75,10,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,association,between,Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,transfer_task,different_from_training,technology,non_adaptive,,no,no_info,NA,no_info,,yes,2,2,7,7,independent_of_error,independent_of_error,no_info,no_info,no_info,no_info,no,50,30,10,10,37,45,8.5,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.47,-0.975,0.473,between_with_mean_sd,,we decided to have immediate and delayed posttest for each of 3 comparison of immediate and 3 different delays separately,yes,yes,yes,yes,yes,NA,NA,yes,no,yes,yes,no,yes,yes,delayed_posttest_0-10
